borrower_id,business_type,loan_purpose,loan_amount_ksh,loan_term_months,mpesa_transactions_monthly,mpesa_avg_balance_ksh,prev_loans_repaid,prev_loans_defaulted,group_lending_member,dependants,business_age_months,has_mobile_money_savings,loan_defaulted
MFI-00278,Jua Kali Artisan,Equipment,25373.0,9,21,1366.0,3,0,1,2,34,0,0
MFI-00279,Market Trader,Stock Purchase,31496.0,3,15,,2,0,1,5,8,1,0
MFI-00280,Market Trader,Stock Purchase,46685.0,12,15,,2,1,0,4,5,0,1
MFI-00281,Boda Boda Operator,Medical Emergency,13458.0,6,27,1504.0,0,2,1,2,58,1,1
MFI-00282,Boda Boda Operator,School Fees,89199.0,6,18,4291.0,3,1,0,5,13,1,1
MFI-00283,Jua Kali Artisan,Stock Purchase,32629.0,6,15,4553.0,1,0,0,3,24,0,1
MFI-00284,Jua Kali Artisan,Stock Purchase,42424.0,18,13,7510.0,1,0,1,4,4,1,1
MFI-00285,Food Vendor,Business Expansion,10780.0,12,18,8600.0,1,1,1,3,3,1,0
MFI-00286,Food Vendor,Stock Purchase,27147.0,12,18,11448.0,1,1,1,5,33,1,0
MFI-00287,Food Vendor,Equipment,72413.0,9,24,13616.0,1,1,0,1,34,0,0
MFI-00288,Jua Kali Artisan,Stock Purchase,50797.0,6,20,7995.0,0,1,0,3,26,1,0
MFI-00289,Kiosk Owner,Equipment,70519.0,9,18,7018.0,4,0,1,3,14,0,0
MFI-00290,Jua Kali Artisan,Stock Purchase,27726.0,9,15,12937.0,0,0,1,3,47,0,0
MFI-00291,Food Vendor,Medical Emergency,40262.0,12,16,7428.0,1,0,1,4,1,0,0
MFI-00292,Kiosk Owner,Medical Emergency,33423.0,18,24,,0,0,1,3,39,0,0
MFI-00293,Food Vendor,Business Expansion,61796.0,18,22,1221.0,3,0,1,2,8,1,0
MFI-00294,Kiosk Owner,School Fees,44742.0,12,15,,4,0,0,2,57,0,0
MFI-00295,Market Trader,Business Expansion,26735.0,6,19,6736.0,3,0,0,1,5,0,0
MFI-00296,Jua Kali Artisan,Stock Purchase,4684.0,12,17,,1,0,0,5,3,1,0
MFI-00297,Market Trader,Stock Purchase,41624.0,12,16,6167.0,1,0,0,5,9,1,1
MFI-00298,Boda Boda Operator,Stock Purchase,9486.0,6,17,3798.0,7,0,0,3,9,1,0
MFI-00299,Market Trader,Stock Purchase,63026.0,12,17,1960.0,0,0,1,2,26,0,0
MFI-00300,Market Trader,Equipment,70655.0,18,17,368.0,3,0,0,2,4,1,0
MFI-00301,Boda Boda Operator,School Fees,5840.0,12,15,1451.0,2,1,0,2,9,1,0
MFI-00302,Jua Kali Artisan,Medical Emergency,46149.0,9,17,28207.0,0,1,1,0,22,1,0
MFI-00303,Food Vendor,School Fees,45249.0,6,26,12873.0,0,1,1,1,8,1,0
MFI-00304,Jua Kali Artisan,Equipment,49064.0,9,18,2324.0,1,0,0,7,12,1,0
MFI-00305,Food Vendor,Stock Purchase,13550.0,9,11,2878.0,2,0,1,3,3,1,0
MFI-00306,Boda Boda Operator,Equipment,53183.0,6,18,2974.0,1,0,0,2,3,1,0
MFI-00307,Kiosk Owner,Medical Emergency,13262.0,3,14,14622.0,2,0,1,3,32,0,0
MFI-00308,Boda Boda Operator,School Fees,63078.0,6,21,12198.0,2,1,1,2,2,0,0
MFI-00309,Jua Kali Artisan,Stock Purchase,51384.0,18,14,12884.0,0,0,1,4,81,0,0
MFI-00310,Kiosk Owner,Business Expansion,27890.0,12,22,1785.0,2,0,1,7,30,0,0
MFI-00311,Boda Boda Operator,Medical Emergency,51013.0,6,24,29311.0,3,1,0,0,37,1,0
MFI-00312,Jua Kali Artisan,Stock Purchase,17025.0,6,18,3675.0,1,0,1,2,16,1,0
MFI-00313,Kiosk Owner,Business Expansion,23228.0,9,20,11358.0,2,0,1,3,6,1,0
MFI-00314,Jua Kali Artisan,Medical Emergency,92153.0,12,15,6583.0,0,0,1,3,66,1,0
MFI-00315,Boda Boda Operator,Stock Purchase,89295.0,9,11,888.0,2,0,0,4,91,0,0
MFI-00316,Market Trader,Business Expansion,15093.0,12,31,2937.0,0,0,1,6,86,1,0
MFI-00317,Market Trader,Stock Purchase,22130.0,6,14,4721.0,2,0,1,2,10,0,0
MFI-00318,Boda Boda Operator,School Fees,23287.0,9,19,2155.0,2,0,1,3,11,1,0
MFI-00319,Food Vendor,School Fees,38164.0,6,14,1118.0,0,0,0,0,10,0,1
MFI-00320,Jua Kali Artisan,Business Expansion,32621.0,12,17,,1,0,1,3,3,1,1
MFI-00321,Boda Boda Operator,School Fees,102073.0,6,16,18171.0,1,1,0,2,23,1,1
MFI-00322,Market Trader,School Fees,123888.0,6,20,,2,0,1,3,35,1,0
MFI-00323,Jua Kali Artisan,Medical Emergency,150000.0,12,16,2821.0,2,1,0,4,49,0,1
MFI-00324,Food Vendor,Equipment,150000.0,12,17,6121.0,0,0,1,0,14,0,1
MFI-00325,Market Trader,School Fees,10262.0,9,17,1259.0,1,0,1,3,1,1,0
MFI-00326,Kiosk Owner,Business Expansion,31220.0,6,13,,2,1,1,3,11,0,0
MFI-00327,Food Vendor,Medical Emergency,20846.0,9,18,702.0,4,1,1,3,4,0,1
MFI-00328,Jua Kali Artisan,Business Expansion,17708.0,18,19,1492.0,4,0,0,3,19,1,0
MFI-00329,Market Trader,School Fees,112085.0,6,23,10869.0,3,1,1,6,28,0,0
MFI-00330,Jua Kali Artisan,Stock Purchase,50849.0,3,21,2679.0,1,1,0,3,12,1,0
MFI-00331,Market Trader,Stock Purchase,10185.0,12,14,3081.0,3,1,1,2,44,0,0
MFI-00332,Market Trader,School Fees,150000.0,6,11,,3,0,0,5,32,1,0
MFI-00333,Kiosk Owner,Stock Purchase,8499.0,18,18,,1,0,1,1,9,1,0
MFI-00334,Kiosk Owner,Equipment,27361.0,12,14,123.0,2,0,1,3,2,1,0
MFI-00335,Market Trader,Business Expansion,38959.0,9,18,1907.0,0,1,1,1,11,1,1
MFI-00336,Kiosk Owner,Equipment,14689.0,12,16,50000.0,5,1,0,6,30,1,1
MFI-00337,Kiosk Owner,Medical Emergency,56393.0,6,17,15322.0,0,0,0,1,48,1,0
MFI-00338,Food Vendor,School Fees,22157.0,12,22,8067.0,3,2,0,4,21,0,1
MFI-00339,Kiosk Owner,Business Expansion,70151.0,9,27,6221.0,3,0,1,1,8,1,0
MFI-00340,Food Vendor,School Fees,49969.0,6,20,3726.0,1,0,0,4,7,0,0
MFI-00341,Boda Boda Operator,School Fees,4898.0,6,17,1210.0,3,0,0,1,2,0,0
MFI-00342,Food Vendor,Equipment,10507.0,12,13,3134.0,3,0,1,2,3,1,0
MFI-00343,Food Vendor,Stock Purchase,71610.0,12,16,4225.0,2,0,1,5,55,1,0
MFI-00344,Market Trader,Stock Purchase,50175.0,12,15,15000.0,4,1,1,7,3,0,0
MFI-00345,Boda Boda Operator,Business Expansion,15982.0,6,21,,1,0,1,4,16,0,0
MFI-00346,Boda Boda Operator,Business Expansion,21260.0,18,11,5093.0,1,0,1,4,2,0,0
MFI-00347,Jua Kali Artisan,Business Expansion,33850.0,9,6,,0,1,1,3,2,1,1
MFI-00348,Boda Boda Operator,Medical Emergency,7186.0,18,16,2979.0,1,0,0,3,12,0,0
MFI-00349,Jua Kali Artisan,Stock Purchase,150000.0,9,18,833.0,2,0,1,7,2,1,1
MFI-00350,Jua Kali Artisan,Medical Emergency,16576.0,6,9,5999.0,3,0,0,4,52,0,0
MFI-00351,Food Vendor,Business Expansion,37221.0,3,16,1379.0,1,0,0,5,2,1,0
MFI-00352,Food Vendor,Equipment,138213.0,9,21,,1,1,1,2,32,0,1
MFI-00353,Market Trader,Business Expansion,31342.0,3,11,13294.0,2,0,0,4,45,1,0
MFI-00354,Market Trader,Equipment,46986.0,12,19,6209.0,2,1,1,6,13,0,0
MFI-00355,Kiosk Owner,Stock Purchase,16889.0,6,14,6664.0,2,1,1,3,2,0,0
MFI-00356,Jua Kali Artisan,School Fees,23420.0,9,30,16263.0,1,0,0,1,3,1,0
MFI-00357,Kiosk Owner,School Fees,17324.0,9,14,9458.0,2,2,1,1,70,1,0
MFI-00358,Market Trader,Business Expansion,101089.0,9,15,4179.0,0,0,1,2,23,1,0
MFI-00359,Boda Boda Operator,Stock Purchase,21293.0,3,14,648.0,3,0,0,4,2,1,0
MFI-00360,Kiosk Owner,Equipment,20040.0,6,15,3146.0,3,0,0,2,23,0,1
MFI-00361,Market Trader,School Fees,18232.0,12,18,,2,0,1,4,2,1,0
MFI-00362,Food Vendor,School Fees,49315.0,6,21,4816.0,1,0,1,3,16,1,0
MFI-00363,Jua Kali Artisan,Stock Purchase,57826.0,9,15,951.0,3,0,1,4,52,1,0
MFI-00364,Kiosk Owner,Equipment,7345.0,9,17,5780.0,2,0,0,2,17,0,0
MFI-00365,Market Trader,School Fees,38340.0,18,18,10005.0,2,0,1,1,11,1,0
MFI-00366,Kiosk Owner,Stock Purchase,46221.0,6,15,3302.0,1,0,1,2,6,0,0
MFI-00367,Kiosk Owner,Stock Purchase,111757.0,12,23,7491.0,1,0,1,6,10,0,0
MFI-00368,Market Trader,Medical Emergency,13643.0,3,19,2449.0,3,0,0,6,53,0,1
MFI-00369,Market Trader,Stock Purchase,14809.0,12,21,6076.0,2,0,0,3,9,1,0
MFI-00370,Jua Kali Artisan,School Fees,60671.0,18,9,31168.0,3,0,1,5,11,0,0
MFI-00371,Kiosk Owner,Equipment,34583.0,12,23,3156.0,2,1,0,4,38,0,0
MFI-00372,Boda Boda Operator,Stock Purchase,109425.0,6,12,1514.0,2,0,1,2,1,1,0
MFI-00373,Kiosk Owner,School Fees,87644.0,3,18,,3,0,0,3,22,1,0
MFI-00374,Food Vendor,Medical Emergency,45409.0,9,19,3638.0,2,0,0,4,1,0,0
MFI-00375,Market Trader,Equipment,34440.0,9,18,2187.0,3,0,1,1,1,0,0
MFI-00376,Food Vendor,Business Expansion,32018.0,12,14,2256.0,0,0,0,5,11,0,0
MFI-00377,Food Vendor,Business Expansion,35455.0,9,16,6060.0,2,0,1,6,5,1,0
MFI-00378,Kiosk Owner,Stock Purchase,38126.0,9,11,4986.0,3,0,0,3,2,0,0
MFI-00379,Kiosk Owner,Business Expansion,113221.0,18,17,,2,1,1,0,35,1,0
MFI-00380,Kiosk Owner,Equipment,7118.0,3,26,7247.0,2,0,1,3,28,0,0
MFI-00381,Kiosk Owner,Equipment,25963.0,6,17,12478.0,1,1,0,6,49,0,0
MFI-00382,Jua Kali Artisan,School Fees,42780.0,6,15,4875.0,1,0,1,3,6,0,0
MFI-00383,Food Vendor,Business Expansion,22421.0,9,20,,1,0,1,2,16,1,0
MFI-00384,Boda Boda Operator,Business Expansion,28886.0,3,24,4545.0,2,0,1,1,107,1,0
MFI-00385,Jua Kali Artisan,School Fees,25516.0,12,22,29175.0,0,0,1,0,16,0,0
MFI-00386,Food Vendor,Business Expansion,103016.0,6,25,7624.0,0,0,1,9,17,0,0
MFI-00387,Market Trader,Business Expansion,25887.0,6,22,1118.0,1,1,1,5,2,1,1
MFI-00388,Kiosk Owner,Equipment,20400.0,9,18,3959.0,2,0,1,1,41,1,0
MFI-00389,Kiosk Owner,Business Expansion,67807.0,3,22,6010.0,4,0,0,2,15,1,1
MFI-00390,Kiosk Owner,Business Expansion,23674.0,6,17,4719.0,3,0,0,1,9,0,0
MFI-00391,Food Vendor,Business Expansion,31740.0,12,13,11013.0,4,0,1,2,29,0,0
MFI-00392,Market Trader,Medical Emergency,14982.0,12,20,2958.0,2,3,1,0,19,0,0
MFI-00393,Market Trader,Business Expansion,26249.0,6,12,4937.0,1,0,1,2,91,0,0
MFI-00394,Jua Kali Artisan,Medical Emergency,35317.0,6,20,11994.0,4,1,0,3,15,0,0
MFI-00395,Jua Kali Artisan,Medical Emergency,13201.0,9,19,1191.0,1,0,0,4,58,0,1
MFI-00396,Food Vendor,Business Expansion,33521.0,9,18,1858.0,2,1,0,5,16,0,0
MFI-00397,Jua Kali Artisan,School Fees,54754.0,6,22,33113.0,0,0,1,8,15,0,0
MFI-00398,Jua Kali Artisan,Business Expansion,7382.0,9,12,3365.0,2,0,1,2,2,0,0
MFI-00399,Kiosk Owner,Medical Emergency,21551.0,12,20,11335.0,1,0,0,3,50,0,0
MFI-00400,Jua Kali Artisan,Business Expansion,150000.0,9,14,14352.0,2,0,0,2,57,1,1
MFI-00401,Jua Kali Artisan,School Fees,30833.0,18,16,1343.0,1,0,0,1,1,0,0
MFI-00402,Jua Kali Artisan,School Fees,90311.0,6,19,2079.0,1,0,1,6,1,0,0
MFI-00403,Food Vendor,Stock Purchase,35523.0,9,24,4960.0,2,0,1,3,11,1,0
MFI-00404,Jua Kali Artisan,Equipment,27890.0,18,13,,2,0,1,5,6,1,0
MFI-00405,Boda Boda Operator,Business Expansion,76625.0,3,14,7348.0,2,0,0,2,10,1,0
MFI-00406,Boda Boda Operator,Stock Purchase,94625.0,9,16,8326.0,2,0,0,5,5,1,1
MFI-00407,Jua Kali Artisan,Stock Purchase,17785.0,18,20,6031.0,2,2,0,5,32,0,0
MFI-00408,Boda Boda Operator,Stock Purchase,15091.0,3,11,,1,0,1,3,1,0,0
MFI-00409,Kiosk Owner,School Fees,12153.0,6,15,,1,1,0,3,48,0,0
MFI-00410,Food Vendor,Business Expansion,17987.0,3,21,16207.0,2,0,1,3,5,0,0
MFI-00411,Jua Kali Artisan,Business Expansion,90129.0,9,11,18065.0,0,0,1,3,20,1,0
MFI-00412,Boda Boda Operator,Business Expansion,37233.0,12,15,6435.0,2,1,1,3,24,1,0
MFI-00413,Kiosk Owner,Medical Emergency,93639.0,6,18,2045.0,0,1,1,8,9,1,1
MFI-00414,Kiosk Owner,Equipment,15887.0,6,12,4124.0,4,0,0,4,19,1,0
MFI-00415,Jua Kali Artisan,Medical Emergency,16279.0,9,14,9671.0,0,0,1,9,18,0,0
MFI-00416,Kiosk Owner,School Fees,26531.0,6,21,14747.0,3,0,0,1,3,0,0
MFI-00417,Kiosk Owner,Stock Purchase,46050.0,12,15,14277.0,0,1,0,4,14,1,0
MFI-00418,Jua Kali Artisan,Stock Purchase,32471.0,3,20,4120.0,1,0,1,9,43,1,0
MFI-00419,Boda Boda Operator,Medical Emergency,63471.0,18,18,6157.0,4,0,1,2,71,0,0
MFI-00420,Market Trader,School Fees,50589.0,12,21,,2,0,0,1,2,0,0
MFI-00421,Food Vendor,Equipment,53639.0,3,15,21183.0,1,1,0,3,6,0,0
MFI-00422,Jua Kali Artisan,Equipment,62812.0,6,19,2309.0,2,1,0,3,22,1,1
MFI-00423,Boda Boda Operator,Stock Purchase,87295.0,18,14,7784.0,3,0,1,6,12,1,0
MFI-00424,Kiosk Owner,Stock Purchase,5073.0,12,19,2938.0,3,1,1,5,3,0,1
MFI-00425,Market Trader,Business Expansion,35958.0,9,18,15811.0,0,1,1,3,2,0,0
MFI-00426,Kiosk Owner,Medical Emergency,71266.0,9,11,4757.0,1,0,1,3,46,0,0
MFI-00427,Market Trader,Stock Purchase,150000.0,3,16,6238.0,1,1,1,5,19,0,0
MFI-00428,Market Trader,School Fees,33520.0,12,26,2126.0,0,2,1,1,10,0,0
MFI-00429,Boda Boda Operator,Equipment,6260.0,3,25,3204.0,2,0,1,1,30,0,0
MFI-00430,Jua Kali Artisan,Equipment,113582.0,9,16,35761.0,3,1,1,5,36,1,0
MFI-00431,Boda Boda Operator,School Fees,13711.0,3,13,9093.0,3,1,1,2,16,1,0
MFI-00432,Jua Kali Artisan,Equipment,52496.0,6,15,5924.0,2,1,1,3,7,0,1
MFI-00433,Boda Boda Operator,Medical Emergency,55844.0,6,18,19367.0,1,0,1,5,8,1,0
MFI-00434,Market Trader,School Fees,40172.0,6,21,,0,0,0,6,5,1,0
MFI-00435,Boda Boda Operator,Business Expansion,6589.0,9,14,4722.0,1,0,0,1,18,1,0
MFI-00436,Food Vendor,Equipment,27160.0,3,21,2290.0,1,0,1,3,13,0,0
MFI-00437,Jua Kali Artisan,Medical Emergency,10346.0,6,13,4220.0,2,0,0,2,14,1,0
MFI-00438,Jua Kali Artisan,Stock Purchase,52208.0,3,11,3426.0,1,0,0,0,18,0,0
MFI-00439,Boda Boda Operator,School Fees,17888.0,9,16,5439.0,2,0,0,3,22,1,0
MFI-00440,Market Trader,Stock Purchase,6639.0,3,19,,4,0,1,3,4,1,0
MFI-00441,Market Trader,Business Expansion,64170.0,9,16,50000.0,5,0,1,4,12,1,0
MFI-00442,Kiosk Owner,Stock Purchase,13175.0,18,18,,0,0,1,3,1,0,0
MFI-00443,Boda Boda Operator,Equipment,40446.0,12,19,1328.0,1,0,1,2,40,1,0
MFI-00444,Kiosk Owner,Equipment,20140.0,6,24,2729.0,1,0,1,1,6,0,0
MFI-00445,Market Trader,Equipment,72717.0,6,24,236.0,0,0,0,5,83,1,0
MFI-00446,Kiosk Owner,Equipment,70330.0,18,22,741.0,0,0,0,2,50,0,0
MFI-00447,Jua Kali Artisan,School Fees,43930.0,6,28,1305.0,2,2,0,6,25,1,0
MFI-00448,Jua Kali Artisan,Medical Emergency,33325.0,6,12,15264.0,5,1,1,3,7,0,0
MFI-00449,Food Vendor,Equipment,25524.0,3,11,1272.0,2,0,0,1,1,0,0
MFI-00450,Jua Kali Artisan,Business Expansion,13850.0,6,21,900.0,1,0,0,4,15,0,0
MFI-00451,Food Vendor,Business Expansion,22685.0,12,26,2113.0,1,2,1,7,17,0,1
MFI-00452,Market Trader,Equipment,53248.0,6,19,7329.0,4,0,1,1,32,0,0
MFI-00453,Food Vendor,Medical Emergency,150000.0,6,23,2944.0,0,1,1,2,1,1,1
MFI-00454,Boda Boda Operator,Business Expansion,57339.0,6,24,3493.0,2,0,1,6,17,1,1
MFI-00455,Boda Boda Operator,School Fees,64345.0,18,21,2768.0,4,0,0,3,34,1,0
MFI-00456,Jua Kali Artisan,Medical Emergency,33314.0,9,19,,2,1,1,4,14,0,0
MFI-00457,Food Vendor,Medical Emergency,55327.0,12,19,1951.0,4,2,1,3,15,0,1
MFI-00458,Boda Boda Operator,Medical Emergency,6514.0,12,16,2170.0,0,0,0,1,40,0,0
MFI-00459,Food Vendor,Business Expansion,20384.0,18,13,9264.0,1,1,1,1,15,1,0
MFI-00460,Market Trader,School Fees,63763.0,9,15,1603.0,2,0,0,2,25,1,0
MFI-00461,Kiosk Owner,Equipment,64685.0,3,15,13633.0,0,0,0,1,35,0,0
MFI-00462,Boda Boda Operator,Business Expansion,23513.0,6,22,9736.0,1,0,1,3,47,1,0
MFI-00463,Food Vendor,Medical Emergency,12750.0,12,18,1028.0,1,0,1,3,30,1,1
MFI-00464,Boda Boda Operator,Medical Emergency,34310.0,6,27,7229.0,0,0,0,8,3,0,1
MFI-00465,Boda Boda Operator,Medical Emergency,25654.0,12,13,5195.0,3,0,1,4,31,1,0
MFI-00466,Market Trader,Medical Emergency,77072.0,12,16,,2,0,1,4,1,0,0
MFI-00467,Boda Boda Operator,Business Expansion,63745.0,6,20,2170.0,0,0,0,5,33,1,0
MFI-00468,Kiosk Owner,Stock Purchase,125394.0,6,20,,1,0,0,1,10,1,0
MFI-00469,Boda Boda Operator,Stock Purchase,88288.0,3,16,10895.0,4,0,1,5,7,1,0
MFI-00470,Market Trader,Business Expansion,29165.0,18,23,858.0,0,0,1,1,61,0,0
MFI-00471,Jua Kali Artisan,Stock Purchase,47998.0,9,23,18200.0,3,0,0,4,61,1,0
MFI-00472,Market Trader,Business Expansion,150000.0,12,18,2358.0,4,0,1,0,8,0,0
MFI-00473,Market Trader,Business Expansion,26363.0,6,20,7856.0,1,0,1,4,19,1,0
MFI-00474,Food Vendor,Business Expansion,41770.0,9,15,3942.0,1,0,0,8,11,1,0
MFI-00475,Food Vendor,Medical Emergency,36189.0,12,18,4059.0,1,0,1,2,3,0,0
MFI-00476,Jua Kali Artisan,Equipment,36801.0,9,14,2196.0,3,0,1,3,12,0,0
MFI-00477,Kiosk Owner,Stock Purchase,18047.0,6,14,2715.0,0,0,1,5,29,1,0
MFI-00478,Boda Boda Operator,Business Expansion,103440.0,9,13,7705.0,2,1,1,4,3,0,0
MFI-00479,Market Trader,School Fees,17435.0,18,18,20280.0,1,0,0,5,8,1,0
MFI-00480,Jua Kali Artisan,Medical Emergency,150000.0,9,19,1454.0,2,0,1,1,3,1,0
MFI-00481,Kiosk Owner,School Fees,134722.0,9,18,2889.0,1,0,1,3,3,1,0
MFI-00482,Boda Boda Operator,Stock Purchase,44388.0,12,16,6383.0,3,0,1,4,2,0,0
MFI-00483,Food Vendor,Stock Purchase,36480.0,9,17,6054.0,0,0,0,6,13,0,1
MFI-00484,Jua Kali Artisan,School Fees,19505.0,9,14,8111.0,1,0,0,2,27,1,0
MFI-00485,Market Trader,Business Expansion,38436.0,9,23,15700.0,0,0,0,2,14,1,0
MFI-00486,Jua Kali Artisan,School Fees,86171.0,6,16,885.0,0,1,1,0,7,1,0
MFI-00487,Boda Boda Operator,Business Expansion,21007.0,3,21,2777.0,8,0,1,3,32,1,0
MFI-00488,Market Trader,Medical Emergency,117513.0,6,15,13966.0,0,0,1,1,9,0,0
MFI-00489,Market Trader,Business Expansion,82458.0,12,11,4109.0,0,0,0,4,1,1,1
MFI-00490,Kiosk Owner,School Fees,33360.0,9,15,1556.0,1,0,1,2,1,1,0
MFI-00491,Market Trader,Equipment,68657.0,12,22,1387.0,2,0,1,4,48,0,0
MFI-00492,Boda Boda Operator,Medical Emergency,17499.0,6,19,4853.0,2,1,0,3,1,0,0
MFI-00493,Boda Boda Operator,Medical Emergency,33443.0,6,15,3250.0,1,0,1,6,7,0,0
MFI-00494,Boda Boda Operator,School Fees,150000.0,9,24,42496.0,3,0,1,1,10,1,0
MFI-00495,Market Trader,Equipment,94396.0,12,28,4201.0,2,1,1,2,10,1,1
MFI-00496,Food Vendor,Equipment,54103.0,9,27,2290.0,2,1,1,6,43,1,0
MFI-00497,Jua Kali Artisan,Stock Purchase,38375.0,6,14,17129.0,1,0,0,4,12,1,0
MFI-00498,Boda Boda Operator,Equipment,34222.0,12,21,4541.0,2,1,0,3,34,0,1
MFI-00499,Kiosk Owner,Stock Purchase,35490.0,9,14,10667.0,2,0,0,3,2,0,0
MFI-00500,Kiosk Owner,Business Expansion,19556.0,12,10,32276.0,3,2,0,2,39,1,0
MFI-00501,Market Trader,Business Expansion,61185.0,18,19,21544.0,1,1,1,2,13,1,0
MFI-00502,Market Trader,Business Expansion,83744.0,9,18,7135.0,1,0,1,5,11,0,0
MFI-00503,Kiosk Owner,Stock Purchase,29682.0,9,16,,3,0,1,0,16,0,0
MFI-00504,Market Trader,Equipment,52782.0,9,18,,2,0,1,1,16,1,0
MFI-00505,Kiosk Owner,School Fees,20290.0,18,16,1889.0,2,0,0,2,71,1,0
MFI-00506,Jua Kali Artisan,Medical Emergency,34427.0,12,12,1332.0,2,1,0,5,16,0,0
MFI-00507,Food Vendor,Equipment,18454.0,3,19,36819.0,6,0,0,2,4,0,0
MFI-00508,Boda Boda Operator,Stock Purchase,30286.0,6,12,,2,1,0,1,2,1,1
MFI-00509,Jua Kali Artisan,School Fees,39955.0,12,23,47493.0,5,0,0,2,19,0,0
MFI-00510,Market Trader,Stock Purchase,58897.0,3,22,2453.0,3,1,1,2,45,0,1
MFI-00511,Jua Kali Artisan,Stock Purchase,22246.0,9,18,1992.0,1,0,0,1,9,1,0
MFI-00512,Food Vendor,Medical Emergency,53153.0,18,19,10869.0,1,0,1,5,42,1,0
MFI-00513,Kiosk Owner,School Fees,16898.0,6,24,,2,1,1,1,9,1,1
MFI-00514,Kiosk Owner,Business Expansion,46803.0,12,21,50000.0,4,0,0,2,19,1,0
MFI-00515,Kiosk Owner,Equipment,150000.0,6,18,33660.0,0,0,0,6,40,1,0
MFI-00516,Market Trader,Business Expansion,26981.0,9,17,22925.0,0,1,0,0,11,0,1
MFI-00517,Food Vendor,Stock Purchase,12494.0,18,14,1069.0,1,1,0,2,10,1,1
MFI-00518,Food Vendor,Medical Emergency,74409.0,6,17,17942.0,2,1,1,3,2,1,0
MFI-00519,Market Trader,School Fees,45653.0,18,15,16145.0,1,0,1,4,62,1,0
MFI-00520,Boda Boda Operator,Medical Emergency,52402.0,6,24,5804.0,0,1,0,7,102,1,1
MFI-00521,Kiosk Owner,Medical Emergency,100459.0,6,24,11398.0,3,0,1,1,21,1,0
MFI-00522,Jua Kali Artisan,School Fees,20566.0,12,18,9113.0,1,0,1,3,41,0,0
MFI-00523,Jua Kali Artisan,School Fees,21058.0,6,23,1464.0,1,0,1,2,23,1,0
MFI-00524,Jua Kali Artisan,School Fees,56143.0,6,14,3175.0,1,0,1,6,9,1,0
MFI-00525,Boda Boda Operator,Medical Emergency,83424.0,6,13,3635.0,1,1,1,1,10,0,1
MFI-00526,Market Trader,Stock Purchase,43907.0,3,20,,2,0,1,4,30,0,0
MFI-00527,Market Trader,Medical Emergency,34298.0,12,20,10442.0,2,0,1,2,27,0,0
MFI-00528,Kiosk Owner,Stock Purchase,47016.0,9,14,15206.0,3,0,1,1,103,1,0
MFI-00529,Boda Boda Operator,Equipment,65306.0,9,9,7730.0,2,0,1,1,1,1,0
MFI-00530,Jua Kali Artisan,Stock Purchase,11403.0,9,17,32005.0,2,0,0,3,32,0,0
MFI-00531,Market Trader,Equipment,16447.0,6,17,6963.0,0,0,0,7,19,1,0
MFI-00532,Boda Boda Operator,Business Expansion,33825.0,6,21,5018.0,3,0,0,2,41,1,0
MFI-00533,Food Vendor,Equipment,63074.0,3,13,2830.0,2,0,0,2,1,0,0
MFI-00534,Boda Boda Operator,Medical Emergency,150000.0,9,13,6479.0,0,0,1,2,31,1,0
MFI-00535,Kiosk Owner,Business Expansion,33167.0,9,16,332.0,2,0,1,1,6,0,0
MFI-00536,Jua Kali Artisan,Medical Emergency,44188.0,3,16,28664.0,3,0,0,2,17,0,0
MFI-00537,Market Trader,Medical Emergency,21332.0,9,17,7275.0,1,0,1,3,30,0,0
MFI-00538,Market Trader,Equipment,61433.0,6,20,15270.0,2,0,1,4,39,1,0
MFI-00539,Food Vendor,School Fees,15088.0,3,15,15464.0,5,0,1,1,32,1,0
MFI-00540,Food Vendor,Medical Emergency,35985.0,18,17,10264.0,2,0,0,6,40,0,0
MFI-00541,Food Vendor,Business Expansion,16983.0,3,17,1770.0,2,0,0,1,1,0,0
MFI-00542,Kiosk Owner,Medical Emergency,6702.0,12,13,171.0,2,0,1,4,13,0,0
MFI-00543,Jua Kali Artisan,School Fees,150000.0,9,23,43605.0,1,0,1,2,2,0,0
MFI-00544,Food Vendor,School Fees,68977.0,9,19,5005.0,0,0,1,5,25,0,1
MFI-00545,Jua Kali Artisan,Medical Emergency,69361.0,3,20,3505.0,3,0,0,4,7,0,0
MFI-00546,Jua Kali Artisan,School Fees,75142.0,6,14,,2,1,1,0,1,0,1
MFI-00547,Food Vendor,Equipment,113556.0,6,20,3098.0,1,1,0,4,1,1,0
MFI-00548,Jua Kali Artisan,Stock Purchase,41353.0,18,20,,0,0,1,3,4,0,0
MFI-00549,Market Trader,School Fees,72733.0,3,20,,0,0,1,4,11,1,0
MFI-00550,Jua Kali Artisan,Medical Emergency,24333.0,3,18,5524.0,0,0,1,1,20,0,0
MFI-00551,Jua Kali Artisan,School Fees,31641.0,6,20,3855.0,1,0,1,2,19,1,0
MFI-00552,Market Trader,Medical Emergency,10636.0,12,21,,1,0,0,6,40,1,1
MFI-00553,Market Trader,Business Expansion,42683.0,12,16,,0,1,1,4,10,0,0
MFI-00554,Boda Boda Operator,Medical Emergency,23766.0,12,14,,1,0,1,3,7,0,0
MFI-00555,Boda Boda Operator,Business Expansion,32647.0,6,14,,0,0,1,3,35,1,0
MFI-00556,Food Vendor,Stock Purchase,70495.0,12,18,1534.0,2,0,0,0,13,1,0
