market_id,county,season,primary_animal_type,weekly_animal_throughput,vaccination_coverage_pct,distance_to_water_source_km,vet_inspections_per_month,prev_outbreaks_2yr,market_density_score,outbreak_risk_flag
MKT-1355,Narok,Dry Season,Cattle,19,53.4,3.4,1,2,7,1
MKT-1356,Laikipia,Short Rains,Goats,14,37.9,5.5,2,1,2,1
MKT-1357,West Pokot,Long Rains,Goats,25,28.0,32.6,2,0,4,0
MKT-1358,Turkana,Short Rains,Goats,16,67.8,1.6,0,2,4,0
MKT-1359,Garissa,Short Rains,Cattle,12,27.1,2.8,3,0,6,0
MKT-1360,West Pokot,Dry Season,Camels,14,71.0,4.5,1,0,7,0
MKT-1361,Marsabit,Dry Season,Camels,10,69.4,0.9,3,0,2,0
MKT-1362,Samburu,Long Rains,Cattle,12,39.4,2.5,1,0,1,0
MKT-1363,Narok,Long Rains,Camels,10,62.1,6.3,0,0,6,0
MKT-1364,West Pokot,Dry Season,Goats,23,62.6,2.1,2,0,3,0
MKT-1365,Garissa,Long Rains,Camels,10,34.6,9.3,1,1,6,0
MKT-1366,Narok,Dry Season,Cattle,10,75.1,3.4,1,0,2,0
MKT-1367,Marsabit,Long Rains,Camels,10,69.7,0.8,0,0,10,0
MKT-1368,Garissa,Long Rains,Camels,12,40.5,11.6,0,1,7,0
MKT-1369,West Pokot,Dry Season,Camels,13,41.4,6.7,1,0,10,0
MKT-1370,Baringo,Long Rains,Camels,10,7.5,13.9,0,0,8,0
MKT-1371,Wajir,Long Rains,Cattle,10,49.6,3.6,3,0,5,0
MKT-1372,Mandera,Dry Season,Sheep,17,52.4,0.5,0,1,9,0
MKT-1373,Laikipia,Dry Season,Camels,15,42.7,0.5,3,0,6,0
MKT-1374,West Pokot,Dry Season,Sheep,13,48.0,12.7,0,1,3,0
MKT-1375,Baringo,Long Rains,Cattle,10,44.3,4.2,3,0,2,0
MKT-1376,Baringo,Long Rains,Mixed,10,13.3,30.0,0,0,7,0
MKT-1377,Kajiado,Short Rains,Sheep,10,32.7,14.2,3,0,1,0
MKT-1378,Samburu,Short Rains,Cattle,31,69.5,0.5,0,0,1,0
MKT-1379,Marsabit,Dry Season,Mixed,26,33.7,16.3,2,0,8,0
MKT-1380,Kajiado,Short Rains,Camels,13,4.0,1.9,0,0,6,0
MKT-1381,Baringo,Long Rains,Cattle,10,36.4,5.3,2,0,3,0
MKT-1382,Marsabit,Dry Season,Goats,19,61.5,5.6,1,0,9,0
MKT-1383,Kajiado,Dry Season,Mixed,18,69.3,0.5,2,0,1,0
MKT-1384,West Pokot,Short Rains,Goats,13,43.6,1.1,1,0,5,0
MKT-1385,Kajiado,Long Rains,Camels,15,43.1,4.4,1,1,1,0
MKT-1386,Isiolo,Dry Season,Camels,10,77.6,8.2,0,0,7,0
MKT-1387,Mandera,Long Rains,Sheep,10,46.8,2.5,3,0,1,0
MKT-1388,Narok,Dry Season,Camels,18,17.9,6.0,2,1,4,0
MKT-1389,Laikipia,Dry Season,Sheep,12,7.3,3.8,1,0,2,0
MKT-1390,Narok,Long Rains,Mixed,10,44.1,8.0,1,0,10,0
MKT-1391,Isiolo,Long Rains,Goats,10,14.5,4.4,1,1,9,0
MKT-1392,Mandera,Long Rains,Mixed,10,43.5,15.3,1,1,3,0
MKT-1393,Marsabit,Dry Season,Goats,14,49.7,33.0,4,0,6,0
MKT-1394,Marsabit,Long Rains,Cattle,10,51.0,19.5,4,1,7,0
MKT-1395,Narok,Dry Season,Mixed,21,21.4,1.5,1,2,2,1
MKT-1396,Samburu,Dry Season,Cattle,21,16.3,4.9,4,0,1,0
MKT-1397,Laikipia,Short Rains,Goats,20,26.0,4.9,4,0,2,0
MKT-1398,Wajir,Dry Season,Sheep,11,29.5,14.7,1,0,8,0
MKT-1399,Wajir,Long Rains,Mixed,10,19.7,3.5,4,0,9,0
MKT-1400,Samburu,Dry Season,Mixed,11,54.1,6.4,2,0,8,0
MKT-1401,Garissa,Short Rains,Sheep,10,43.0,7.5,1,2,1,1
MKT-1402,Samburu,Short Rains,Sheep,14,31.2,0.9,2,0,2,1
MKT-1403,Laikipia,Long Rains,Camels,12,75.3,6.5,3,1,4,0
MKT-1404,Garissa,Long Rains,Camels,10,13.5,2.3,0,1,8,1
MKT-1405,Narok,Short Rains,Goats,18,16.7,1.9,3,0,9,0
MKT-1406,Isiolo,Dry Season,Mixed,10,53.8,2.3,1,2,7,1
MKT-1407,Samburu,Long Rains,Sheep,21,35.2,0.8,0,1,8,1
MKT-1408,Isiolo,Dry Season,Sheep,10,52.4,0.6,0,0,9,0
MKT-1409,Narok,Long Rains,Cattle,11,39.7,8.3,2,0,4,1
MKT-1410,Isiolo,Short Rains,Camels,10,70.7,22.6,2,1,4,0
MKT-1411,West Pokot,Long Rains,Cattle,10,17.9,9.3,2,3,3,0
MKT-1412,Marsabit,Dry Season,Sheep,16,13.8,3.0,4,1,7,0
MKT-1413,Samburu,Long Rains,Mixed,10,21.4,3.3,3,0,4,1
MKT-1414,Wajir,Short Rains,Mixed,29,36.6,6.2,1,1,1,1
MKT-1415,Samburu,Dry Season,Cattle,16,10.8,16.1,3,2,8,1
MKT-1416,Isiolo,Short Rains,Camels,10,40.5,1.8,1,0,1,0
MKT-1417,Mandera,Dry Season,Goats,10,30.5,5.1,1,1,3,1
MKT-1418,Samburu,Long Rains,Mixed,10,26.7,5.5,0,0,9,0
MKT-1419,Kajiado,Long Rains,Goats,11,54.9,21.4,1,0,10,1
MKT-1420,Isiolo,Short Rains,Camels,10,27.3,6.1,3,0,1,0
MKT-1421,Baringo,Dry Season,Cattle,10,14.0,12.1,3,1,1,0
MKT-1422,Laikipia,Dry Season,Camels,10,29.3,0.7,0,0,3,0
MKT-1423,Turkana,Long Rains,Sheep,13,30.3,3.2,4,0,7,1
MKT-1424,Kajiado,Short Rains,Camels,10,34.6,7.6,1,0,6,0
MKT-1425,Garissa,Short Rains,Cattle,10,32.1,9.1,2,0,5,0
MKT-1426,Kajiado,Short Rains,Cattle,10,30.3,17.3,1,1,4,0
MKT-1427,Baringo,Long Rains,Camels,17,68.1,7.1,0,1,5,1
MKT-1428,Baringo,Long Rains,Cattle,10,59.7,2.7,0,1,5,1
MKT-1429,Turkana,Short Rains,Sheep,10,17.4,6.2,3,1,7,0
MKT-1430,Laikipia,Long Rains,Goats,10,22.3,9.9,2,0,10,0
MKT-1431,West Pokot,Dry Season,Camels,18,19.3,12.3,2,0,6,0
MKT-1432,Garissa,Dry Season,Cattle,10,90.8,23.1,1,1,9,0
MKT-1433,Kajiado,Long Rains,Goats,10,23.2,1.7,4,0,3,0
MKT-1434,Laikipia,Dry Season,Sheep,15,71.9,8.7,1,2,7,1
MKT-1435,Mandera,Long Rains,Camels,13,53.6,1.8,2,1,6,0
MKT-1436,Baringo,Long Rains,Cattle,20,25.8,3.1,2,0,3,1
MKT-1437,Kajiado,Dry Season,Goats,10,29.3,1.2,1,0,7,0
MKT-1438,Isiolo,Dry Season,Sheep,15,13.2,11.9,5,2,7,1
MKT-1439,Kajiado,Long Rains,Mixed,18,11.4,19.6,1,0,10,0
MKT-1440,Laikipia,Long Rains,Cattle,18,44.0,0.5,2,2,1,1
MKT-1441,Wajir,Dry Season,Sheep,10,63.1,13.4,3,1,6,0
MKT-1442,Marsabit,Long Rains,Goats,11,75.1,2.2,2,0,7,1
MKT-1443,Laikipia,Long Rains,Camels,11,59.0,5.3,2,1,2,0
MKT-1444,Isiolo,Dry Season,Goats,14,12.4,11.0,2,0,10,1
MKT-1445,Mandera,Short Rains,Camels,16,95.2,5.7,1,0,3,0
MKT-1446,Mandera,Long Rains,Sheep,14,53.9,2.1,1,0,9,1
MKT-1447,Kajiado,Dry Season,Sheep,10,27.2,18.9,1,0,8,0
MKT-1448,Mandera,Long Rains,Goats,10,35.8,7.2,1,0,1,0
MKT-1449,Baringo,Short Rains,Goats,10,16.8,21.4,1,2,3,0
MKT-1450,Wajir,Long Rains,Camels,12,59.2,15.0,2,1,3,0
MKT-1451,Wajir,Short Rains,Cattle,10,71.0,16.7,1,0,3,0
MKT-1452,Narok,Long Rains,Goats,10,76.3,3.6,1,1,2,0
MKT-1453,Narok,Short Rains,Cattle,14,32.9,34.9,1,1,5,0
MKT-1454,Turkana,Long Rains,Cattle,10,64.8,15.3,1,1,3,1
MKT-1455,Isiolo,Long Rains,Cattle,10,57.8,3.3,1,0,3,0
MKT-1456,Mandera,Long Rains,Sheep,11,33.1,18.1,0,1,1,0
MKT-1457,Mandera,Long Rains,Sheep,18,37.6,11.3,2,0,6,1
MKT-1458,Turkana,Short Rains,Cattle,12,71.6,10.3,2,0,10,0
MKT-1459,Marsabit,Long Rains,Cattle,10,64.1,0.5,1,0,9,1
MKT-1460,Laikipia,Long Rains,Sheep,10,37.2,0.5,2,0,6,1
MKT-1461,Kajiado,Short Rains,Camels,17,53.8,9.5,1,0,6,1
MKT-1462,Turkana,Dry Season,Mixed,10,64.1,2.6,0,2,4,0
MKT-1463,Laikipia,Dry Season,Goats,11,17.8,0.5,1,0,1,0
MKT-1464,Wajir,Short Rains,Cattle,11,30.8,2.7,2,0,2,0
MKT-1465,Turkana,Short Rains,Sheep,10,24.7,14.6,0,1,2,1
MKT-1466,Mandera,Short Rains,Cattle,12,52.6,5.1,1,0,10,0
MKT-1467,Kajiado,Long Rains,Cattle,12,57.1,7.6,6,0,1,0
MKT-1468,Narok,Short Rains,Cattle,10,29.7,12.9,1,0,2,1
MKT-1469,West Pokot,Short Rains,Cattle,10,36.7,3.1,3,0,5,0
MKT-1470,Isiolo,Long Rains,Camels,12,12.6,0.5,1,0,4,1
MKT-1471,Isiolo,Dry Season,Goats,10,64.3,3.1,3,2,8,0
MKT-1472,Samburu,Dry Season,Goats,16,19.3,25.1,1,0,3,0
MKT-1473,Turkana,Dry Season,Sheep,10,23.3,5.3,1,0,4,0
MKT-1474,West Pokot,Short Rains,Camels,10,11.9,6.7,1,1,8,0
MKT-1475,Isiolo,Short Rains,Camels,15,43.9,11.4,0,1,1,0
MKT-1476,Wajir,Short Rains,Goats,10,76.4,1.0,2,0,7,0
MKT-1477,Mandera,Dry Season,Sheep,16,33.9,10.6,0,0,6,1
MKT-1478,Isiolo,Long Rains,Camels,11,42.2,2.8,0,1,5,1
MKT-1479,Garissa,Long Rains,Sheep,21,70.3,3.9,5,1,1,0
MKT-1480,Wajir,Long Rains,Goats,10,7.7,2.5,2,1,2,1
MKT-1481,Wajir,Dry Season,Cattle,10,43.0,1.3,0,0,5,0
MKT-1482,Baringo,Long Rains,Camels,14,34.6,3.6,0,0,9,0
MKT-1483,Narok,Long Rains,Sheep,10,67.6,0.8,1,1,7,0
MKT-1484,Turkana,Dry Season,Cattle,19,69.9,14.9,4,0,7,0
MKT-1485,Marsabit,Long Rains,Goats,11,27.1,2.9,1,0,1,1
MKT-1486,West Pokot,Long Rains,Mixed,10,57.1,8.5,1,1,8,1
MKT-1487,Wajir,Long Rains,Camels,12,16.0,2.8,1,0,4,0
MKT-1488,West Pokot,Dry Season,Camels,15,44.3,1.9,2,0,2,0
MKT-1489,Isiolo,Short Rains,Sheep,10,57.2,10.0,0,0,7,0
MKT-1490,Kajiado,Short Rains,Goats,11,32.6,7.8,0,0,6,0
MKT-1491,Samburu,Dry Season,Goats,17,57.9,2.0,1,1,9,1
MKT-1492,Mandera,Long Rains,Camels,10,27.3,7.6,4,0,9,0
MKT-1493,Marsabit,Dry Season,Camels,10,46.2,0.5,4,0,4,0
MKT-1494,Narok,Long Rains,Sheep,11,55.9,1.6,2,0,5,0
MKT-1495,Wajir,Long Rains,Sheep,10,38.9,10.4,1,0,5,1
MKT-1496,Mandera,Short Rains,Mixed,10,30.3,4.2,0,1,8,0
MKT-1497,Narok,Dry Season,Cattle,10,38.6,1.8,4,1,1,1
MKT-1498,Mandera,Dry Season,Sheep,18,44.0,5.6,2,1,6,0
MKT-1499,Laikipia,Long Rains,Cattle,16,40.2,5.0,3,0,5,0
MKT-1500,Isiolo,Short Rains,Camels,12,59.2,8.0,2,1,2,0
MKT-1501,Kajiado,Dry Season,Mixed,10,27.9,0.6,2,0,4,1
MKT-1502,Garissa,Long Rains,Mixed,10,24.8,13.7,1,0,7,0
MKT-1503,Mandera,Short Rains,Mixed,18,26.7,0.5,3,1,2,0
MKT-1504,Mandera,Dry Season,Goats,14,89.5,4.8,0,0,6,0
MKT-1505,Samburu,Dry Season,Camels,11,12.0,9.9,1,0,5,1
MKT-1506,Wajir,Long Rains,Goats,10,17.8,3.4,3,1,1,0
MKT-1507,Turkana,Dry Season,Goats,19,65.7,19.3,2,0,1,0
MKT-1508,Narok,Short Rains,Mixed,10,23.6,11.3,0,1,8,0
MKT-1509,Laikipia,Short Rains,Goats,10,16.1,4.4,2,1,9,1
MKT-1510,Marsabit,Dry Season,Camels,12,3.3,1.6,4,1,7,0
MKT-1511,Garissa,Short Rains,Camels,19,48.8,0.5,1,0,9,0
MKT-1512,West Pokot,Dry Season,Goats,10,54.5,12.9,0,1,2,0
MKT-1513,Isiolo,Dry Season,Camels,10,24.5,1.7,1,0,10,0
MKT-1514,Mandera,Long Rains,Cattle,12,35.6,2.5,2,0,10,0
MKT-1515,Samburu,Dry Season,Goats,10,66.8,0.5,4,1,8,0
MKT-1516,Turkana,Short Rains,Mixed,11,30.9,0.5,1,2,6,1
MKT-1517,Baringo,Long Rains,Mixed,12,20.9,2.1,1,0,7,0
MKT-1518,Wajir,Dry Season,Camels,10,55.4,16.5,0,0,7,0
MKT-1519,Wajir,Dry Season,Camels,21,76.3,12.1,4,0,6,0
MKT-1520,Garissa,Long Rains,Mixed,10,5.1,11.8,0,0,4,0
MKT-1521,Garissa,Short Rains,Cattle,14,26.7,14.0,0,2,3,1
MKT-1522,Turkana,Short Rains,Mixed,10,32.8,1.7,1,3,9,1
MKT-1523,Baringo,Long Rains,Goats,10,9.0,30.9,1,0,5,1
MKT-1524,Baringo,Long Rains,Mixed,10,39.9,2.1,3,0,1,0
MKT-1525,Garissa,Short Rains,Sheep,24,39.6,1.3,2,0,1,1
MKT-1526,Laikipia,Long Rains,Cattle,23,31.5,2.8,2,0,8,0
MKT-1527,Laikipia,Dry Season,Cattle,20,49.0,6.0,1,0,5,0
MKT-1528,Garissa,Long Rains,Mixed,12,17.3,1.1,0,1,5,1
MKT-1529,West Pokot,Short Rains,Sheep,10,38.3,10.7,2,0,2,0
MKT-1530,Kajiado,Dry Season,Goats,10,23.9,3.7,2,2,8,1
MKT-1531,Garissa,Short Rains,Mixed,10,30.0,6.7,4,0,6,0
MKT-1532,Turkana,Dry Season,Goats,11,62.8,10.6,1,0,1,0
MKT-1533,Samburu,Short Rains,Sheep,13,66.1,18.6,1,0,9,0
MKT-1534,Baringo,Long Rains,Mixed,18,32.2,13.7,0,0,6,0
MKT-1535,Marsabit,Long Rains,Mixed,14,82.8,6.2,5,0,3,0
MKT-1536,Wajir,Long Rains,Goats,15,30.8,37.8,1,1,6,1
MKT-1537,Garissa,Long Rains,Mixed,10,13.9,6.0,2,0,4,0
MKT-1538,Narok,Short Rains,Sheep,10,53.9,6.1,1,1,9,0
MKT-1539,Mandera,Long Rains,Mixed,12,58.3,1.4,1,0,8,0
MKT-1540,Kajiado,Long Rains,Camels,13,59.2,1.3,1,0,2,0
MKT-1541,Marsabit,Short Rains,Sheep,14,34.7,1.5,3,0,3,0
MKT-1542,Garissa,Dry Season,Cattle,10,39.9,7.2,0,0,8,0
MKT-1543,Garissa,Dry Season,Goats,11,48.4,4.3,2,0,2,0
MKT-1544,West Pokot,Dry Season,Sheep,20,11.4,3.9,1,0,10,0
MKT-1545,Marsabit,Dry Season,Cattle,10,3.7,1.1,2,0,8,0
MKT-1546,Laikipia,Short Rains,Cattle,10,35.3,3.8,1,0,8,1
MKT-1547,Garissa,Long Rains,Sheep,10,43.1,3.8,3,0,5,0
MKT-1548,Baringo,Dry Season,Cattle,12,32.2,7.8,3,0,5,0
MKT-1549,Narok,Short Rains,Cattle,18,36.6,3.9,0,1,8,0
MKT-1550,Samburu,Long Rains,Camels,10,57.2,4.3,3,0,7,0
MKT-1551,Turkana,Long Rains,Mixed,10,51.7,2.5,1,0,8,0
MKT-1552,Narok,Short Rains,Camels,15,24.4,1.1,0,0,1,1
MKT-1553,Samburu,Long Rains,Mixed,12,42.7,2.9,0,0,7,0
MKT-1554,Baringo,Dry Season,Cattle,10,42.6,0.5,2,0,7,0
MKT-1555,Narok,Dry Season,Mixed,10,20.0,1.8,3,1,2,0
MKT-1556,Laikipia,Short Rains,Camels,10,17.0,3.1,0,2,9,1
MKT-1557,Turkana,Long Rains,Goats,10,87.3,1.3,1,2,6,0
MKT-1558,Narok,Short Rains,Goats,10,89.3,8.7,2,0,8,0
MKT-1559,West Pokot,Long Rains,Mixed,10,60.1,2.6,1,0,6,1
MKT-1560,Wajir,Dry Season,Goats,11,48.9,7.6,1,1,7,0
MKT-1561,Baringo,Long Rains,Sheep,13,32.2,8.3,0,0,3,1
MKT-1562,Baringo,Dry Season,Goats,15,14.3,4.7,1,0,2,1
MKT-1563,Mandera,Long Rains,Mixed,15,33.6,4.8,3,2,4,1
MKT-1564,Isiolo,Long Rains,Cattle,10,55.4,7.0,2,0,4,0
MKT-1565,West Pokot,Dry Season,Camels,22,50.8,2.4,1,1,5,0
MKT-1566,Kajiado,Dry Season,Goats,18,26.7,0.5,4,0,7,0
MKT-1567,Isiolo,Dry Season,Mixed,13,66.1,8.3,0,1,3,0
MKT-1568,Kajiado,Dry Season,Camels,10,9.6,7.5,1,0,6,0
MKT-1569,Narok,Dry Season,Sheep,12,82.3,5.2,0,0,8,0
MKT-1570,Wajir,Dry Season,Cattle,10,48.2,16.7,0,0,8,0
MKT-1571,Wajir,Dry Season,Camels,15,42.2,5.7,1,1,9,0
MKT-1572,Garissa,Short Rains,Camels,10,45.9,2.9,0,0,2,0
MKT-1573,Isiolo,Long Rains,Mixed,10,30.8,10.0,2,0,4,0
MKT-1574,West Pokot,Long Rains,Sheep,11,8.2,26.2,1,0,1,0
MKT-1575,Narok,Long Rains,Goats,10,69.9,10.7,0,0,7,1
MKT-1576,Samburu,Dry Season,Sheep,11,38.9,19.2,0,1,6,1
MKT-1577,Mandera,Short Rains,Cattle,12,45.1,1.0,0,2,3,0
MKT-1578,Mandera,Short Rains,Goats,13,19.5,1.0,1,0,5,1
MKT-1579,Marsabit,Dry Season,Sheep,11,49.0,1.3,2,0,3,1
MKT-1580,Garissa,Short Rains,Cattle,13,48.2,9.7,0,1,10,1
MKT-1581,Wajir,Short Rains,Camels,13,73.4,4.0,1,1,7,0
MKT-1582,Samburu,Long Rains,Camels,15,29.7,5.2,0,0,8,0
MKT-1583,Laikipia,Dry Season,Camels,10,24.0,2.4,2,0,8,1
MKT-1584,Wajir,Long Rains,Camels,10,11.2,10.7,3,1,9,0
MKT-1585,Isiolo,Dry Season,Goats,10,40.3,14.9,4,0,9,0
MKT-1586,Laikipia,Short Rains,Camels,10,10.8,1.4,2,1,4,0
MKT-1587,Wajir,Dry Season,Goats,13,22.1,1.7,1,0,10,1
MKT-1588,Wajir,Short Rains,Goats,13,21.0,3.3,3,0,5,1
MKT-1589,Marsabit,Short Rains,Sheep,18,11.9,2.6,2,0,9,0
MKT-1590,Wajir,Long Rains,Camels,10,49.4,6.1,0,1,5,1
MKT-1591,Isiolo,Short Rains,Mixed,14,52.5,11.2,1,0,3,0
MKT-1592,Isiolo,Long Rains,Camels,16,9.9,12.6,2,0,9,0
MKT-1593,Wajir,Long Rains,Mixed,12,65.6,1.9,1,0,8,0
MKT-1594,Baringo,Short Rains,Camels,15,47.4,1.5,1,2,8,0
MKT-1595,Marsabit,Dry Season,Goats,30,68.8,3.6,1,0,6,0
MKT-1596,Baringo,Long Rains,Camels,10,34.5,1.3,1,2,2,1
MKT-1597,Isiolo,Dry Season,Camels,12,32.2,0.8,2,0,6,0
MKT-1598,West Pokot,Dry Season,Camels,10,20.5,2.2,0,1,3,1
MKT-1599,Kajiado,Short Rains,Camels,34,76.9,4.0,2,0,2,0
MKT-1600,West Pokot,Long Rains,Sheep,12,81.4,7.1,3,0,6,0
MKT-1601,Turkana,Long Rains,Sheep,26,52.4,10.3,1,1,8,0
MKT-1602,Turkana,Dry Season,Goats,10,40.7,2.0,0,0,7,0
MKT-1603,Narok,Dry Season,Goats,19,34.8,13.7,1,0,4,0
MKT-1604,Baringo,Long Rains,Mixed,24,57.3,0.5,2,0,8,0
MKT-1605,Isiolo,Short Rains,Goats,10,50.9,4.7,0,1,8,0
MKT-1606,Mandera,Long Rains,Sheep,17,23.2,8.0,1,1,7,1
MKT-1607,Isiolo,Dry Season,Goats,13,25.5,2.8,4,0,2,1
MKT-1608,Mandera,Dry Season,Mixed,20,41.7,9.2,0,0,4,0
MKT-1609,Kajiado,Dry Season,Mixed,10,86.5,16.1,0,1,3,0
MKT-1610,Wajir,Dry Season,Sheep,19,36.7,0.7,1,2,7,0
MKT-1611,Isiolo,Short Rains,Goats,20,25.6,5.7,1,0,3,0
MKT-1612,Narok,Dry Season,Mixed,10,33.6,0.5,2,0,7,1
MKT-1613,Wajir,Dry Season,Goats,14,44.8,2.6,5,0,8,0
MKT-1614,Turkana,Short Rains,Goats,10,23.1,1.2,2,1,4,0
MKT-1615,West Pokot,Short Rains,Sheep,16,79.0,7.8,2,0,7,0
MKT-1616,Baringo,Long Rains,Sheep,10,14.0,2.3,0,0,9,1
MKT-1617,Isiolo,Dry Season,Goats,10,61.7,2.7,0,1,7,0
MKT-1618,Marsabit,Long Rains,Camels,24,23.0,1.8,1,1,2,0
MKT-1619,Isiolo,Short Rains,Camels,10,55.4,2.2,1,0,9,0
MKT-1620,Kajiado,Long Rains,Cattle,11,23.3,2.0,2,1,5,1
MKT-1621,West Pokot,Long Rains,Cattle,10,21.4,9.6,3,0,10,0
MKT-1622,Samburu,Long Rains,Cattle,13,21.0,25.0,2,0,6,0
MKT-1623,West Pokot,Long Rains,Sheep,20,46.2,5.4,1,0,2,0
MKT-1624,Laikipia,Dry Season,Goats,11,5.7,7.3,2,0,10,0
MKT-1625,Narok,Long Rains,Mixed,27,38.6,13.6,1,0,7,0
MKT-1626,Marsabit,Dry Season,Goats,17,26.6,5.2,1,0,9,0
MKT-1627,Kajiado,Dry Season,Goats,10,47.9,2.9,0,1,2,0
MKT-1628,Samburu,Long Rains,Cattle,10,36.5,24.1,2,1,9,0
MKT-1629,Wajir,Long Rains,Goats,12,14.1,18.9,1,0,5,0
MKT-1630,Baringo,Long Rains,Cattle,10,22.3,2.0,3,1,1,1
MKT-1631,Kajiado,Long Rains,Goats,13,30.5,9.7,0,0,5,0
MKT-1632,Turkana,Dry Season,Mixed,11,25.9,8.3,3,0,2,0
MKT-1633,Turkana,Dry Season,Camels,13,13.0,8.4,2,0,8,0
MKT-1634,Mandera,Long Rains,Camels,10,54.5,14.2,1,1,3,1
MKT-1635,Baringo,Dry Season,Sheep,14,63.3,9.0,4,2,9,0
MKT-1636,Turkana,Dry Season,Mixed,10,23.1,5.8,1,1,5,1
MKT-1637,Isiolo,Dry Season,Goats,13,13.5,15.0,1,1,3,1
MKT-1638,Wajir,Short Rains,Mixed,10,29.8,2.5,0,0,10,1
MKT-1639,Garissa,Dry Season,Goats,20,23.8,9.1,1,1,1,1
MKT-1640,Turkana,Long Rains,Mixed,10,10.1,9.7,1,1,4,1
MKT-1641,Laikipia,Dry Season,Mixed,15,69.2,16.3,1,1,7,0
MKT-1642,Garissa,Short Rains,Camels,12,67.2,50.0,2,0,3,0
MKT-1643,Garissa,Dry Season,Mixed,12,15.2,6.5,2,0,9,1
MKT-1644,Samburu,Long Rains,Sheep,12,23.8,5.3,1,2,5,1
MKT-1645,West Pokot,Dry Season,Goats,13,52.6,7.3,1,0,6,0
MKT-1646,Laikipia,Dry Season,Cattle,13,29.1,8.6,2,2,7,1
MKT-1647,Garissa,Short Rains,Mixed,10,12.1,10.0,0,0,10,1
MKT-1648,Isiolo,Short Rains,Cattle,16,41.0,2.6,0,0,5,0
MKT-1649,Kajiado,Dry Season,Camels,10,15.5,5.3,1,0,2,0
MKT-1650,Turkana,Long Rains,Cattle,10,59.4,3.7,2,0,3,0
MKT-1651,Marsabit,Long Rains,Sheep,10,23.5,0.5,1,0,9,0
MKT-1652,Turkana,Dry Season,Sheep,16,44.4,7.5,2,0,3,0
MKT-1653,Garissa,Dry Season,Camels,16,51.5,16.6,4,0,2,0
MKT-1654,Wajir,Short Rains,Sheep,10,16.0,20.4,2,0,8,0
MKT-1655,Samburu,Long Rains,Goats,10,31.6,5.8,0,0,8,0
MKT-1656,Laikipia,Dry Season,Sheep,10,53.1,11.6,2,0,7,0
MKT-1657,Wajir,Dry Season,Mixed,10,28.7,10.0,3,0,2,0
MKT-1658,Marsabit,Short Rains,Sheep,10,64.9,2.1,2,0,2,0
MKT-1659,Samburu,Short Rains,Goats,17,34.5,0.5,1,1,3,1
MKT-1660,Isiolo,Short Rains,Camels,32,27.8,11.0,1,1,10,0
MKT-1661,Garissa,Dry Season,Sheep,14,26.1,2.7,3,0,1,1
MKT-1662,Laikipia,Long Rains,Goats,18,74.6,6.4,1,1,5,1
MKT-1663,Mandera,Long Rains,Mixed,21,29.5,5.9,5,0,3,1
MKT-1664,Mandera,Short Rains,Cattle,10,19.5,13.6,1,0,4,0
MKT-1665,West Pokot,Short Rains,Cattle,30,19.3,8.3,4,0,9,0
MKT-1666,Marsabit,Dry Season,Camels,14,29.5,15.0,3,0,7,0
MKT-1667,Marsabit,Long Rains,Camels,15,76.1,11.2,1,0,7,0
MKT-1668,Baringo,Long Rains,Cattle,16,37.2,50.0,1,1,3,0
MKT-1669,West Pokot,Short Rains,Cattle,12,37.8,16.0,1,0,7,1
MKT-1670,Marsabit,Long Rains,Camels,10,15.5,1.9,1,0,9,0
MKT-1671,Marsabit,Dry Season,Cattle,15,49.4,26.0,2,0,10,0
MKT-1672,Isiolo,Short Rains,Sheep,10,36.0,3.3,1,2,9,0
MKT-1673,Baringo,Dry Season,Goats,14,37.6,7.5,8,0,10,0
MKT-1674,Mandera,Short Rains,Camels,15,33.6,22.7,2,0,1,0
MKT-1675,Samburu,Short Rains,Goats,13,31.3,1.9,2,1,9,0
MKT-1676,West Pokot,Long Rains,Mixed,15,38.7,15.6,3,0,3,0
MKT-1677,Mandera,Dry Season,Mixed,16,17.5,24.5,2,0,6,0
MKT-1678,West Pokot,Long Rains,Sheep,10,49.3,15.4,0,0,2,1
MKT-1679,Laikipia,Dry Season,Mixed,19,45.0,13.7,3,1,4,0
MKT-1680,Wajir,Long Rains,Camels,15,28.2,2.5,4,1,3,1
MKT-1681,Kajiado,Short Rains,Sheep,17,52.8,4.2,2,0,6,0
MKT-1682,Samburu,Short Rains,Sheep,17,53.3,11.4,1,1,1,0
MKT-1683,Garissa,Dry Season,Camels,14,53.8,1.0,2,1,4,0
MKT-1684,Laikipia,Short Rains,Cattle,17,57.4,17.5,3,0,1,0
MKT-1685,Laikipia,Dry Season,Goats,10,24.8,1.9,1,2,1,1
MKT-1686,Isiolo,Dry Season,Camels,28,34.0,6.7,1,0,4,0
MKT-1687,Kajiado,Short Rains,Cattle,12,26.4,0.9,0,0,5,0
MKT-1688,Laikipia,Long Rains,Cattle,10,6.6,1.6,1,1,7,0
MKT-1689,Turkana,Short Rains,Mixed,17,31.0,7.0,2,1,8,1
MKT-1690,Mandera,Short Rains,Sheep,10,67.2,8.1,0,2,3,0
MKT-1691,Samburu,Short Rains,Sheep,16,27.7,2.5,3,0,3,0
MKT-1692,Samburu,Long Rains,Mixed,10,30.6,1.0,3,1,10,0
MKT-1693,Samburu,Dry Season,Mixed,10,68.5,6.4,0,1,4,0
